"  NO.",DateTime,°C,%RH,hPa,DP,°F
"  35","2021-11-26 11:36:35","8,6","54,5","0,0","0,0","47,5"
"  36","2021-11-26 11:37:35","8,6","54,4","0,0","-0,1","47,5"
"  37","2021-11-26 11:38:35","8,6","54,1","0,0","-0,1","47,5"
"  38","2021-11-26 11:39:35","8,6","54,1","0,0","-0,1","47,5"
"  39","2021-11-26 11:40:35","8,6","54,2","0,0","-0,1","47,5"
"  40","2021-11-26 11:41:35","8,7","53,5","0,0","-0,2","47,7"
"  41","2021-11-26 11:42:35","8,7","53,7","0,0","-0,2","47,7"
"  42","2021-11-26 11:43:35","8,7","54,0","0,0","-0,1","47,7"
"  43","2021-11-26 11:44:35","8,8","53,8","0,0","0,0","47,8"
"  44","2021-11-26 11:45:35","8,8","53,7","0,0","-0,1","47,8"
"  45","2021-11-26 11:46:35","8,8","53,4","0,0","-0,1","47,8"
"  46","2021-11-26 11:47:35","8,8","53,2","0,0","-0,2","47,8"
"  47","2021-11-26 11:48:35","8,8","53,6","0,0","-0,1","47,8"
"  48","2021-11-26 11:49:35","8,9","53,8","0,0","0,1","48,0"
"  49","2021-11-26 11:50:35","8,9","53,8","0,0","0,1","48,0"
"  50","2021-11-26 11:51:35","8,9","53,4","0,0","0,0","48,0"
"  51","2021-11-26 11:52:35","8,9","53,1","0,0","-0,1","48,0"
"  52","2021-11-26 11:53:35","8,8","53,0","0,0","-0,2","47,8"
"  53","2021-11-26 11:54:35","8,8","53,0","0,0","-0,2","47,8"
"  54","2021-11-26 11:55:35","8,8","53,6","0,0","-0,1","47,8"
"  55","2021-11-26 11:56:35","8,8","54,0","0,0","0,0","47,8"
"  56","2021-11-26 11:57:35","8,9","54,0","0,0","0,1","48,0"
"  57","2021-11-26 11:58:35","8,9","54,1","0,0","0,1","48,0"
"  58","2021-11-26 11:59:35","9,0","54,2","0,0","0,3","48,2"
"  59","2021-11-26 12:00:35","9,0","54,0","0,0","0,2","48,2"
"  60","2021-11-26 12:01:35","9,0","54,2","0,0","0,3","48,2"
"  61","2021-11-26 12:02:35","9,0","54,0","0,0","0,2","48,2"
"  62","2021-11-26 12:03:35","9,0","53,9","0,0","0,2","48,2"
"  63","2021-11-26 12:04:35","9,1","53,9","0,0","0,3","48,4"
"  64","2021-11-26 12:05:35","9,1","53,5","0,0","0,2","48,4"
"  65","2021-11-26 12:06:35","9,1","53,5","0,0","0,2","48,4"
"  66","2021-11-26 12:07:35","9,2","53,7","0,0","0,3","48,6"
"  67","2021-11-26 12:08:35","9,2","53,7","0,0","0,3","48,6"
"  68","2021-11-26 12:09:35","9,2","53,0","0,0","0,1","48,6"
"  69","2021-11-26 12:10:35","9,3","52,5","0,0","0,1","48,7"
"  70","2021-11-26 12:11:35","9,3","52,5","0,0","0,1","48,7"
"  71","2021-11-26 12:12:35","9,3","52,3","0,0","0,0","48,7"
"  72","2021-11-26 12:13:35","9,2","52,2","0,0","-0,1","48,6"
"  73","2021-11-26 12:14:35","9,2","52,5","0,0","0,0","48,6"
"  74","2021-11-26 12:15:35","9,2","52,8","0,0","0,1","48,6"
"  75","2021-11-26 12:16:35","9,1","52,6","0,0","-0,1","48,4"
"  76","2021-11-26 12:17:35","9,2","52,5","0,0","0,0","48,6"
"  77","2021-11-26 12:18:35","9,3","52,2","0,0","0,0","48,7"
"  78","2021-11-26 12:19:35","9,4","52,4","0,0","0,2","48,9"
"  79","2021-11-26 12:20:35","9,5","52,5","0,0","0,3","49,1"
"  80","2021-11-26 12:21:35","9,5","52,3","0,0","0,2","49,1"
"  81","2021-11-26 12:22:35","9,6","51,8","0,0","0,2","49,3"
"  82","2021-11-26 12:23:36","9,6","52,0","0,0","0,2","49,3"
"  83","2021-11-26 12:24:36","9,6","52,0","0,0","0,2","49,3"
"  84","2021-11-26 12:25:37","9,6","52,4","0,0","0,3","49,3"
"  85","2021-11-26 12:26:37","9,6","52,1","0,0","0,3","49,3"
"  86","2021-11-26 12:27:38","9,6","52,0","0,0","0,2","49,3"
"  87","2021-11-26 12:28:38","9,7","52,5","0,0","0,5","49,5"
"  88","2021-11-26 12:29:39","9,7","52,6","0,0","0,5","49,5"
"  89","2021-11-26 12:30:39","9,7","52,2","0,0","0,4","49,5"
"  90","2021-11-26 12:31:40","9,7","52,1","0,0","0,4","49,5"
"  91","2021-11-26 12:32:40","9,7","52,0","0,0","0,3","49,5"
"  92","2021-11-26 12:33:41","9,8","51,4","0,0","0,3","49,6"
"  93","2021-11-26 12:34:41","9,8","51,1","0,0","0,2","49,6"
"  94","2021-11-26 12:35:42","9,8","50,8","0,0","0,1","49,6"
"  95","2021-11-26 12:36:42","9,8","51,0","0,0","0,2","49,6"
"  96","2021-11-26 12:37:43","9,8","51,3","0,0","0,2","49,6"
"  97","2021-11-26 12:38:43","9,8","51,7","0,0","0,3","49,6"
"  98","2021-11-26 12:39:44","9,8","52,2","0,0","0,5","49,6"
"  99","2021-11-26 12:40:44","9,8","52,1","0,0","0,5","49,6"
"  100","2021-11-26 12:41:45","9,8","52,3","0,0","0,5","49,6"
"  101","2021-11-26 12:42:45","9,8","52,3","0,0","0,5","49,6"
"  102","2021-11-26 12:43:46","9,9","52,4","0,0","0,6","49,8"
"  103","2021-11-26 12:44:46","9,9","52,1","0,0","0,5","49,8"
"  104","2021-11-26 12:45:47","9,9","51,9","0,0","0,5","49,8"
"  105","2021-11-26 12:46:47","10,0","51,6","0,0","0,5","50,0"
"  106","2021-11-26 12:47:47","10,0","51,8","0,0","0,6","50,0"
"  107","2021-11-26 12:48:47","10,0","51,2","0,0","0,4","50,0"
"  108","2021-11-26 12:49:47","10,0","51,0","0,0","0,3","50,0"
"  109","2021-11-26 12:50:47","10,0","51,0","0,0","0,3","50,0"
"  110","2021-11-26 12:51:47","10,0","51,2","0,0","0,4","50,0"
"  111","2021-11-26 12:52:47","10,0","51,0","0,0","0,3","50,0"
"  112","2021-11-26 12:53:47","10,1","51,0","0,0","0,4","50,2"
"  113","2021-11-26 12:54:47","10,1","50,8","0,0","0,4","50,2"
"  114","2021-11-26 12:55:47","10,1","51,0","0,0","0,4","50,2"
"  115","2021-11-26 12:56:47","10,1","50,6","0,0","0,3","50,2"
"  116","2021-11-26 12:57:47","10,1","50,8","0,0","0,4","50,2"
"  117","2021-11-26 12:58:47","10,1","50,5","0,0","0,3","50,2"
"  118","2021-11-26 12:59:47","10,1","50,3","0,0","0,2","50,2"
"  119","2021-11-26 13:00:47","10,1","50,3","0,0","0,2","50,2"
"  120","2021-11-26 13:01:47","10,0","49,8","0,0","0,0","50,0"
"  121","2021-11-26 13:02:47","10,0","50,2","0,0","0,1","50,0"
"  122","2021-11-26 13:03:47","10,0","50,3","0,0","0,2","50,0"
"  123","2021-11-26 13:04:47","10,0","50,1","0,0","0,1","50,0"
"  124","2021-11-26 13:05:47","10,0","50,5","0,0","0,2","50,0"
"  125","2021-11-26 13:06:47","10,0","51,2","0,0","0,4","50,0"
"  126","2021-11-26 13:07:47","10,0","50,8","0,0","0,3","50,0"
"  127","2021-11-26 13:08:47","10,1","50,8","0,0","0,4","50,2"
"  128","2021-11-26 13:09:47","10,1","50,8","0,0","0,4","50,2"
"  129","2021-11-26 13:10:47","10,1","50,2","0,0","0,2","50,2"
"  130","2021-11-26 13:11:47","10,0","50,0","0,0","0,1","50,0"
"  131","2021-11-26 13:12:47","10,0","50,0","0,0","0,1","50,0"
"  132","2021-11-26 13:13:47","10,1","49,6","0,0","0,1","50,2"
"  133","2021-11-26 13:14:47","10,1","49,9","0,0","0,1","50,2"
"  134","2021-11-26 13:15:47","10,1","50,0","0,0","0,2","50,2"
"  135","2021-11-26 13:16:47","10,1","50,2","0,0","0,2","50,2"
"  136","2021-11-26 13:17:47","10,1","50,2","0,0","0,2","50,2"
"  137","2021-11-26 13:18:47","10,1","50,4","0,0","0,3","50,2"
"  138","2021-11-26 13:19:47","10,2","50,3","0,0","0,3","50,4"
"  139","2021-11-26 13:20:47","10,2","50,0","0,0","0,3","50,4"
"  140","2021-11-26 13:21:47","10,2","49,9","0,0","0,2","50,4"
"  141","2021-11-26 13:22:47","10,2","50,0","0,0","0,3","50,4"
"  142","2021-11-26 13:23:47","10,2","50,4","0,0","0,4","50,4"
"  143","2021-11-26 13:24:47","10,2","50,2","0,0","0,3","50,4"
"  144","2021-11-26 13:25:47","10,2","50,0","0,0","0,3","50,4"
"  145","2021-11-26 13:26:47","10,2","49,7","0,0","0,2","50,4"
"  146","2021-11-26 13:27:47","10,1","50,2","0,0","0,2","50,2"
"  147","2021-11-26 13:28:47","10,1","49,8","0,0","0,1","50,2"
"  148","2021-11-26 13:29:47","10,1","50,0","0,0","0,2","50,2"
"  149","2021-11-26 13:30:47","10,1","50,4","0,0","0,3","50,2"
"  150","2021-11-26 13:31:47","10,1","50,6","0,0","0,3","50,2"
"  151","2021-11-26 13:32:47","10,0","51,1","0,0","0,4","50,0"
"  152","2021-11-26 13:33:47","10,0","51,2","0,0","0,4","50,0"
"  153","2021-11-26 13:34:47","10,0","51,0","0,0","0,3","50,0"
"  154","2021-11-26 13:35:47","10,1","51,0","0,0","0,4","50,2"
"  155","2021-11-26 13:36:47","10,1","50,9","0,0","0,4","50,2"
"  156","2021-11-26 13:37:47","10,1","50,6","0,0","0,3","50,2"
"  157","2021-11-26 13:38:47","10,1","50,6","0,0","0,3","50,2"
"  158","2021-11-26 13:39:47","10,1","51,1","0,0","0,5","50,2"
"  159","2021-11-26 13:40:47","10,1","51,4","0,0","0,5","50,2"
"  160","2021-11-26 13:41:47","10,1","51,3","0,0","0,5","50,2"
"  161","2021-11-26 13:42:47","10,1","50,3","0,0","0,2","50,2"
"  162","2021-11-26 13:43:47","10,2","50,3","0,0","0,3","50,4"
"  163","2021-11-26 13:44:47","10,2","50,3","0,0","0,3","50,4"
"  164","2021-11-26 13:45:47","10,3","50,2","0,0","0,4","50,5"
"  165","2021-11-26 13:46:47","10,4","49,9","0,0","0,4","50,7"
"  166","2021-11-26 13:47:47","10,4","49,9","0,0","0,4","50,7"
"  167","2021-11-26 13:48:47","10,5","49,7","0,0","0,4","50,9"
"  168","2021-11-26 13:49:47","10,5","49,8","0,0","0,5","50,9"
"  169","2021-11-26 13:50:47","10,5","49,6","0,0","0,4","50,9"
"  170","2021-11-26 13:51:47","10,5","49,6","0,0","0,4","50,9"
"  171","2021-11-26 13:52:47","10,6","50,0","0,0","0,6","51,1"
"  172","2021-11-26 13:53:47","10,6","49,6","0,0","0,5","51,1"
"  173","2021-11-26 13:54:47","10,6","49,3","0,0","0,4","51,1"
"  174","2021-11-26 13:55:47","10,6","49,5","0,0","0,5","51,1"
"  175","2021-11-26 13:56:47","10,6","49,5","0,0","0,5","51,1"
"  176","2021-11-26 13:57:47","10,6","50,0","0,0","0,6","51,1"
"  177","2021-11-26 13:58:47","10,6","50,1","0,0","0,7","51,1"
"  178","2021-11-26 13:59:47","10,6","49,7","0,0","0,5","51,1"
"  179","2021-11-26 14:00:47","10,6","49,6","0,0","0,5","51,1"
"  180","2021-11-26 14:01:47","10,6","49,2","0,0","0,4","51,1"
"  181","2021-11-26 14:02:47","10,6","48,9","0,0","0,3","51,1"
"  182","2021-11-26 14:03:47","10,6","49,0","0,0","0,3","51,1"
"  183","2021-11-26 14:04:47","10,6","49,1","0,0","0,4","51,1"
"  184","2021-11-26 14:05:47","10,5","49,2","0,0","0,3","50,9"
"  185","2021-11-26 14:06:47","10,5","48,8","0,0","0,2","50,9"
"  186","2021-11-26 14:07:47","10,6","49,1","0,0","0,4","51,1"
"  187","2021-11-26 14:08:47","10,6","49,4","0,0","0,5","51,1"
"  188","2021-11-26 14:09:47","10,6","49,2","0,0","0,4","51,1"
"  189","2021-11-26 14:10:47","10,6","49,6","0,0","0,5","51,1"
"  190","2021-11-26 14:11:47","10,7","49,8","0,0","0,7","51,3"
"  191","2021-11-26 14:12:47","10,7","49,2","0,0","0,5","51,3"
"  192","2021-11-26 14:13:47","10,7","49,4","0,0","0,5","51,3"
"  193","2021-11-26 14:14:47","10,8","49,1","0,0","0,6","51,4"
"  194","2021-11-26 14:15:47","10,8","49,1","0,0","0,6","51,4"
"  195","2021-11-26 14:16:47","10,9","49,2","0,0","0,7","51,6"
"  196","2021-11-26 14:17:47","10,9","49,2","0,0","0,7","51,6"
"  197","2021-11-26 14:18:47","11,0","49,2","0,0","0,8","51,8"
"  198","2021-11-26 14:19:47","11,1","49,1","0,0","0,8","52,0"
"  199","2021-11-26 14:20:47","11,1","49,0","0,0","0,8","52,0"
"  200","2021-11-26 14:21:47","11,2","49,2","0,0","1,0","52,2"
"  201","2021-11-26 14:22:47","11,2","48,3","0,0","0,7","52,2"
"  202","2021-11-26 14:23:47","11,2","47,9","0,0","0,6","52,2"
"  203","2021-11-26 14:24:47","11,2","48,5","0,0","0,8","52,2"
"  204","2021-11-26 14:25:47","11,2","48,7","0,0","0,8","52,2"
"  205","2021-11-26 14:26:47","11,2","48,3","0,0","0,7","52,2"
"  206","2021-11-26 14:27:47","11,1","48,3","0,0","0,6","52,0"
"  207","2021-11-26 14:28:47","11,1","48,4","0,0","0,6","52,0"
"  208","2021-11-26 14:29:47","11,1","48,6","0,0","0,7","52,0"
"  209","2021-11-26 14:30:47","11,0","48,6","0,0","0,6","51,8"
"  210","2021-11-26 14:31:47","11,0","48,5","0,0","0,6","51,8"
"  211","2021-11-26 14:32:47","11,0","48,2","0,0","0,5","51,8"
"  212","2021-11-26 14:33:47","11,0","48,1","0,0","0,5","51,8"
"  213","2021-11-26 14:34:47","11,0","48,6","0,0","0,6","51,8"
"  214","2021-11-26 14:35:47","11,0","48,4","0,0","0,5","51,8"
"  215","2021-11-26 14:36:47","11,0","48,2","0,0","0,5","51,8"
"  216","2021-11-26 14:37:47","11,0","48,1","0,0","0,5","51,8"
"  217","2021-11-26 14:38:47","10,9","48,2","0,0","0,4","51,6"
"  218","2021-11-26 14:39:47","10,9","48,6","0,0","0,5","51,6"
"  219","2021-11-26 14:40:47","10,9","48,6","0,0","0,5","51,6"
"  220","2021-11-26 14:41:47","10,8","48,8","0,0","0,5","51,4"
"  221","2021-11-26 14:42:47","10,8","49,2","0,0","0,6","51,4"
"  222","2021-11-26 14:43:47","10,8","49,3","0,0","0,6","51,4"
"  223","2021-11-26 14:44:47","10,8","49,8","0,0","0,8","51,4"
"  224","2021-11-26 14:45:47","10,8","50,3","0,0","0,9","51,4"
"  225","2021-11-26 14:46:47","10,8","50,2","0,0","0,9","51,4"
"  226","2021-11-26 14:47:47","10,8","50,1","0,0","0,8","51,4"
"  227","2021-11-26 14:48:47","10,8","48,6","0,0","0,4","51,4"
"  228","2021-11-26 14:49:47","10,8","48,8","0,0","0,5","51,4"
"  229","2021-11-26 14:50:47","10,7","49,1","0,0","0,5","51,3"
"  230","2021-11-26 14:51:47","10,7","49,5","0,0","0,6","51,3"
"  231","2021-11-26 14:52:47","10,7","49,7","0,0","0,6","51,3"
"  232","2021-11-26 14:53:47","10,7","50,0","0,0","0,7","51,3"
"  233","2021-11-26 14:54:47","10,8","50,0","0,0","0,8","51,4"
"  234","2021-11-26 14:55:47","10,9","49,7","0,0","0,8","51,6"
"  235","2021-11-26 14:56:47","10,9","49,6","0,0","0,8","51,6"
"  236","2021-11-26 14:57:47","10,9","49,4","0,0","0,7","51,6"
"  237","2021-11-26 14:58:47","11,0","49,0","0,0","0,7","51,8"
"  238","2021-11-26 14:59:47","11,0","48,5","0,0","0,6","51,8"
"  239","2021-11-26 15:00:47","11,0","48,6","0,0","0,6","51,8"
"  240","2021-11-26 15:01:47","11,0","48,1","0,0","0,5","51,8"
"  241","2021-11-26 15:02:47","11,0","47,6","0,0","0,3","51,8"
"  242","2021-11-26 15:03:47","11,0","47,8","0,0","0,4","51,8"
"  243","2021-11-26 15:04:47","11,0","47,8","0,0","0,4","51,8"
"  244","2021-11-26 15:05:47","11,1","47,8","0,0","0,5","52,0"
"  245","2021-11-26 15:06:47","11,1","47,6","0,0","0,4","52,0"
"  246","2021-11-26 15:07:47","11,1","47,7","0,0","0,4","52,0"
"  247","2021-11-26 15:08:47","11,2","47,8","0,0","0,6","52,2"
"  248","2021-11-26 15:09:47","11,2","48,1","0,0","0,6","52,2"
"  249","2021-11-26 15:10:47","11,3","48,1","0,0","0,7","52,3"
"  250","2021-11-26 15:11:47","11,3","48,1","0,0","0,7","52,3"
"  251","2021-11-26 15:12:47","11,4","48,1","0,0","0,8","52,5"
"  252","2021-11-26 15:13:47","11,5","47,8","0,0","0,8","52,7"
"  253","2021-11-26 15:14:47","11,6","47,5","0,0","0,8","52,9"
"  254","2021-11-26 15:15:47","11,8","47,4","0,0","1,0","53,2"
"  255","2021-11-26 15:16:47","11,9","47,2","0,0","1,0","53,4"
"  256","2021-11-26 15:17:47","12,0","47,0","0,0","1,1","53,6"
"  257","2021-11-26 15:18:47","12,1","46,8","0,0","1,1","53,8"
"  258","2021-11-26 15:19:47","12,1","46,8","0,0","1,1","53,8"
"  259","2021-11-26 15:20:47","12,0","47,0","0,0","1,1","53,6"
"  260","2021-11-26 15:21:47","12,0","46,5","0,0","0,9","53,6"
"  261","2021-11-26 15:22:47","11,9","46,3","0,0","0,8","53,4"
"  262","2021-11-26 15:23:47","11,9","46,4","0,0","0,8","53,4"
"  263","2021-11-26 15:24:47","11,8","46,4","0,0","0,7","53,2"
"  264","2021-11-26 15:25:47","11,8","46,3","0,0","0,7","53,2"
"  265","2021-11-26 15:26:47","11,7","46,2","0,0","0,5","53,1"
"  266","2021-11-26 15:27:47","11,7","46,4","0,0","0,6","53,1"
"  267","2021-11-26 15:28:47","11,6","46,7","0,0","0,6","52,9"
"  268","2021-11-26 15:29:47","11,6","47,0","0,0","0,7","52,9"
"  269","2021-11-26 15:30:47","11,6","47,1","0,0","0,7","52,9"
"  270","2021-11-26 15:31:47","11,6","47,4","0,0","0,8","52,9"
"  271","2021-11-26 15:32:47","11,6","47,4","0,0","0,8","52,9"
"  272","2021-11-26 15:33:47","11,6","47,5","0,0","0,8","52,9"
"  273","2021-11-26 15:34:47","11,6","47,7","0,0","0,9","52,9"
"  274","2021-11-26 15:35:47","11,5","47,6","0,0","0,8","52,7"
"  275","2021-11-26 15:36:47","11,5","47,7","0,0","0,8","52,7"
"  276","2021-11-26 15:37:47","11,5","48,1","0,0","0,9","52,7"
"  277","2021-11-26 15:38:47","11,4","48,0","0,0","0,8","52,5"
"  278","2021-11-26 15:39:47","11,3","48,2","0,0","0,8","52,3"
"  279","2021-11-26 15:40:47","11,3","48,5","0,0","0,8","52,3"
"  280","2021-11-26 15:41:47","11,2","49,0","0,0","0,9","52,2"
"  281","2021-11-26 15:42:47","11,1","49,4","0,0","0,9","52,0"
"  282","2021-11-26 15:43:47","11,1","49,5","0,0","0,9","52,0"
"  283","2021-11-26 15:44:47","11,0","49,7","0,0","0,9","51,8"
"  284","2021-11-26 15:45:47","11,0","49,9","0,0","1,0","51,8"
"  285","2021-11-26 15:46:47","11,0","50,1","0,0","1,0","51,8"
"  286","2021-11-26 15:47:47","11,0","50,0","0,0","1,0","51,8"
"  287","2021-11-26 15:48:47","10,9","50,1","0,0","0,9","51,6"
"  288","2021-11-26 15:49:47","10,9","50,3","0,0","1,0","51,6"
"  289","2021-11-26 15:50:47","10,8","50,9","0,0","1,1","51,4"
"  290","2021-11-26 15:51:47","10,7","51,6","0,0","1,2","51,3"
"  291","2021-11-26 15:52:47","10,7","52,1","0,0","1,3","51,3"
"  292","2021-11-26 15:53:47","10,7","52,5","0,0","1,4","51,3"
"  293","2021-11-26 15:54:47","10,6","52,6","0,0","1,3","51,1"
"  294","2021-11-26 15:55:47","10,6","52,9","0,0","1,4","51,1"
"  295","2021-11-26 15:56:47","10,5","53,0","0,0","1,3","50,9"
"  296","2021-11-26 15:57:47","10,5","53,1","0,0","1,4","50,9"
"  297","2021-11-26 15:58:47","10,4","53,4","0,0","1,4","50,7"
"  298","2021-11-26 15:59:47","10,4","53,0","0,0","1,2","50,7"
"  299","2021-11-26 16:00:47","10,2","53,3","0,0","1,1","50,4"
"  300","2021-11-26 16:01:47","10,1","53,4","0,0","1,1","50,2"
"  301","2021-11-26 16:02:47","10,0","53,7","0,0","1,1","50,0"
"  302","2021-11-26 16:03:47","9,9","53,6","0,0","0,9","49,8"
"  303","2021-11-26 16:04:47","9,9","53,8","0,0","1,0","49,8"
"  304","2021-11-26 16:05:47","10,0","53,7","0,0","1,1","50,0"
"  305","2021-11-26 16:06:47","10,1","53,5","0,0","1,1","50,2"
"  306","2021-11-26 16:07:47","10,1","53,3","0,0","1,0","50,2"
"  307","2021-11-26 16:08:47","10,1","53,4","0,0","1,1","50,2"
"  308","2021-11-26 16:09:47","10,0","53,3","0,0","1,0","50,0"
"  309","2021-11-26 16:10:47","10,0","53,4","0,0","1,0","50,0"
"  310","2021-11-26 16:11:47","9,9","53,5","0,0","0,9","49,8"
"  311","2021-11-26 16:12:47","9,8","53,6","0,0","0,8","49,6"
"  312","2021-11-26 16:13:47","9,8","53,7","0,0","0,9","49,6"
"  313","2021-11-26 16:14:47","9,9","53,7","0,0","1,0","49,8"
"  314","2021-11-26 16:15:47","10,0","53,5","0,0","1,0","50,0"
"  315","2021-11-26 16:16:47","10,1","53,2","0,0","1,0","50,2"
"  316","2021-11-26 16:17:47","10,1","53,2","0,0","1,0","50,2"
"  317","2021-11-26 16:18:47","10,0","53,0","0,0","0,9","50,0"
"  318","2021-11-26 16:19:47","10,1","53,1","0,0","1,0","50,2"
"  319","2021-11-26 16:20:47","10,2","52,7","0,0","1,0","50,4"
"  320","2021-11-26 16:21:47","10,3","52,2","0,0","0,9","50,5"
"  321","2021-11-26 16:22:47","10,3","52,2","0,0","0,9","50,5"
"  322","2021-11-26 16:23:47","10,2","52,5","0,0","0,9","50,4"
"  323","2021-11-26 16:24:47","10,1","52,5","0,0","0,8","50,2"
"  324","2021-11-26 16:25:47","10,0","52,6","0,0","0,8","50,0"
"  325","2021-11-26 16:26:47","9,9","52,9","0,0","0,8","49,8"
"  326","2021-11-26 16:27:47","9,8","53,1","0,0","0,7","49,6"
"  327","2021-11-26 16:28:47","9,8","53,2","0,0","0,7","49,6"
"  328","2021-11-26 16:29:47","9,8","53,3","0,0","0,8","49,6"
"  329","2021-11-26 16:30:47","9,7","53,1","0,0","0,6","49,5"
"  330","2021-11-26 16:31:47","9,7","52,9","0,0","0,6","49,5"
"  331","2021-11-26 16:32:47","9,7","52,8","0,0","0,5","49,5"
"  332","2021-11-26 16:33:47","9,6","52,7","0,0","0,4","49,3"
"  333","2021-11-26 16:34:47","9,5","53,0","0,0","0,4","49,1"
"  334","2021-11-26 16:35:47","9,5","53,2","0,0","0,5","49,1"
"  335","2021-11-26 16:36:47","9,4","53,4","0,0","0,4","48,9"
"  336","2021-11-26 16:37:47","9,3","53,7","0,0","0,4","48,7"
"  337","2021-11-26 16:38:47","9,2","54,0","0,0","0,4","48,6"
"  338","2021-11-26 16:39:47","9,1","54,3","0,0","0,4","48,4"
"  339","2021-11-26 16:40:47","9,0","54,3","0,0","0,3","48,2"
"  340","2021-11-26 16:41:47","9,0","54,4","0,0","0,3","48,2"
"  341","2021-11-26 16:42:47","9,2","54,5","0,0","0,5","48,6"
"  342","2021-11-26 16:43:47","9,5","53,8","0,0","0,6","49,1"
"  343","2021-11-26 16:44:47","9,8","52,9","0,0","0,7","49,6"
"  344","2021-11-26 16:45:47","10,1","52,2","0,0","0,8","50,2"
"  345","2021-11-26 16:46:47","10,4","51,4","0,0","0,8","50,7"
"  346","2021-11-26 16:47:47","10,6","50,9","0,0","0,9","51,1"
"  347","2021-11-26 16:48:47","10,7","50,7","0,0","0,9","51,3"
"  348","2021-11-26 16:49:47","10,9","50,5","0,0","1,0","51,6"
"  349","2021-11-26 16:50:47","11,1","50,1","0,0","1,1","52,0"
"  350","2021-11-26 16:51:47","11,3","49,5","0,0","1,1","52,3"
"  351","2021-11-26 16:52:47","11,4","49,2","0,0","1,1","52,5"
"  352","2021-11-26 16:53:47","11,5","48,8","0,0","1,1","52,7"
"  353","2021-11-26 16:54:47","11,6","48,7","0,0","1,2","52,9"
"  354","2021-11-26 16:55:47","11,7","48,4","0,0","1,2","53,1"
"  355","2021-11-26 16:56:47","11,8","48,3","0,0","1,2","53,2"
"  356","2021-11-26 16:57:47","11,9","48,3","0,0","1,3","53,4"
"  357","2021-11-26 16:58:47","12,1","48,0","0,0","1,4","53,8"
"  358","2021-11-26 16:59:47","12,1","47,7","0,0","1,3","53,8"
"  359","2021-11-26 17:00:47","12,2","47,6","0,0","1,4","54,0"
"  360","2021-11-26 17:01:47","12,3","47,6","0,0","1,5","54,1"
"  361","2021-11-26 17:02:47","12,3","47,6","0,0","1,5","54,1"
"  362","2021-11-26 17:03:47","12,4","47,3","0,0","1,5","54,3"
"  363","2021-11-26 17:04:47","12,5","47,2","0,0","1,6","54,5"
"  364","2021-11-26 17:05:47","12,6","47,2","0,0","1,7","54,7"
"  365","2021-11-26 17:06:47","12,6","47,0","0,0","1,6","54,7"
